Sex,Age,Fare,FamilySize,IsAlone,Deck,Embarked_C,Embarked_Q,Embarked_S,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Title_Rare,Pclass_1,Pclass_2,Pclass_3
0,-0.7517019932319526,4.647001076532463,2.5396987052416584,0,C,False,False,True,False,False,True,False,False,True,False,False
1,-0.8258677501436402,-0.48977642625839407,-0.5609748304808925,1,,False,True,False,False,True,False,False,False,False,False,True
0,-0.23254169485013945,-0.4894421904510968,-0.5609748304808925,1,,False,False,True,False,False,True,False,False,False,False,True
0,0.805778901913487,-0.09027201697708476,-0.5609748304808925,1,,True,False,False,False,False,False,False,True,True,False,False
1,0.805778901913487,2.301728820789,0.059159876663617626,0,B,True,False,False,False,False,False,True,False,True,False,False
1,-0.8258677501436402,-0.49237782784290063,-0.5609748304808925,1,,False,True,False,False,True,False,False,False,False,False,True
0,2.7340885816173643,-0.43700743807979686,-0.5609748304808925,1,,False,False,True,False,False,True,False,False,False,True,False
0,-0.08421018102676424,1.0060617003323709,0.059159876663617626,0,,True,False,False,False,False,True,False,False,True,False,False
0,0.9541104157368622,0.39858208016340624,0.059159876663617626,0,,False,False,True,False,False,True,False,False,True,False,False
0,-0.23254169485013945,-0.5028639729296732,-0.5609748304808925,1,,True,False,False,False,False,True,False,False,False,False,True
0,-0.6033704794085775,-0.4863374216869257,-0.5609748304808925,1,,False,False,True,False,False,True,False,False,False,False,True
1,-0.8258677501436402,-0.2859972841804228,0.6792945838081278,0,,False,False,True,False,True,False,False,False,False,False,True
1,-1.1225307777903908,-0.42207354059350805,0.059159876663617626,0,,True,False,False,False,True,False,False,False,False,False,True
1,0.805778901913487,-0.4576454924460446,0.059159876663617626,0,,False,False,True,False,False,False,True,False,False,False,True
1,-0.15837593793845184,-0.22559322262067316,0.059159876663617626,0,,False,False,True,False,False,False,True,False,False,True,False
0,-0.23254169485013945,-0.4894421904510968,-0.5609748304808925,1,,True,False,False,False,False,True,False,False,False,False,True
1,-1.9383541038189542,0.18876253192945994,1.299429290952638,0,,True,False,False,False,True,False,False,False,False,True,False
1,-0.7517019932319526,-0.48977642625839407,-0.5609748304808925,1,,False,True,False,False,True,False,False,False,False,False,True
0,-0.23254169485013945,-0.4863374216869257,-0.5609748304808925,1,,False,False,True,False,False,True,False,False,False,False,True
0,-0.23254169485013945,-0.3363340021468808,0.059159876663617626,0,,False,True,False,False,False,True,False,False,False,False,True
1,-0.8258677501436402,-0.49237782784290063,-0.5609748304808925,1,,False,True,False,False,True,False,False,False,False,False,True
0,-0.23254169485013945,-0.21191774308354583,0.6792945838081278,0,,True,False,False,False,False,True,False,False,False,False,True
1,-0.8258677501436402,-0.29002422161773944,0.059159876663617626,0,,False,False,True,False,False,False,True,False,False,False,True
0,-1.641691076172204,0.1506737441786005,2.5396987052416584,0,,False,False,True,True,False,False,False,False,False,False,True
0,-0.6033704794085775,-0.4913710934835715,-0.5609748304808925,1,,False,False,True,False,False,True,False,False,False,False,True
1,1.4732707141186754,0.8964967865378598,0.059159876663617626,0,D,True,False,False,False,False,False,True,False,True,False,False
1,-0.010044424115076634,-0.12491978668775715,0.059159876663617626,0,,False,False,True,False,False,False,True,False,False,True,False
0,2.659922824705677,0.5995101505357573,0.059159876663617626,0,B,True,False,False,False,False,True,False,False,True,False,False
0,0.805778901913487,0.06635974158478332,-0.5609748304808925,1,C,False,False,True,False,False,True,False,False,True,False,False
1,-0.6033704794085775,-0.43700743807979686,-0.5609748304808925,1,,False,False,True,False,True,False,False,False,False,True,False
0,-0.04712730257092044,-0.5028639729296732,-0.5609748304808925,1,,True,False,False,False,False,True,False,False,False,False,True
1,-1.790022589995579,-0.08968408411123653,1.299429290952638,0,,False,False,True,False,True,False,False,False,False,True,False
0,-1.3450280485254535,0.2958951755118318,3.779968119530679,0,,False,False,True,True,False,False,False,False,False,False,True
0,-0.5292047224968899,-0.5028639729296732,-0.5609748304808925,1,,True,False,False,False,False,True,False,False,False,False,True
1,0.6574473880901118,0.962353321387736,-0.5609748304808925,1,B,False,False,True,False,True,False,False,False,True,False,False
0,1.176607686471925,1.0323213593611125,0.059159876663617626,0,C,False,False,True,False,False,True,False,False,True,False,False
0,-1.8641883469072666,-0.08666388103324908,2.5396987052416584,0,,False,False,True,True,False,False,False,False,False,False,True
0,0.805778901913487,-0.09027201697708476,-0.5609748304808925,1,,True,False,False,False,False,True,False,False,True,False,False
0,-1.8641883469072666,-0.3414522396297103,0.6792945838081278,0,,True,False,False,True,False,False,False,False,False,False,True
1,-0.010044424115076634,-0.43700743807979686,-0.5609748304808925,1,F,False,False,True,False,False,False,True,False,False,True,False
0,-0.7517019932319526,-0.4841568350646187,-0.5609748304808925,1,,False,False,True,False,False,True,False,False,False,False,True
1,-0.9000335070553279,-0.4888542575852486,3.1598334123861687,0,,False,False,True,False,True,False,False,False,False,False,True
0,-0.23254169485013945,-0.47400492578514347,0.6792945838081278,0,,False,False,True,False,False,True,False,False,False,False,True
0,0.21245284661998617,-0.43700743807979686,-0.5609748304808925,1,,False,False,True,False,False,True,False,False,False,True,False
1,-0.9741992639670155,0.2958951755118318,3.779968119530679,0,,False,False,True,False,True,False,False,False,False,False,True
0,-0.6033704794085775,0.8314778546749452,-0.5609748304808925,1,,False,False,True,False,False,True,False,False,False,True,False
0,-0.23254169485013945,-0.3573908580066095,0.059159876663617626,0,,True,False,False,False,False,True,False,False,False,False,True
0,0.21245284661998617,0.48910360681684706,-0.5609748304808925,1,,False,False,True,False,False,True,False,False,False,False,True
0,-0.30670745176182707,-0.494391296561559,-0.5609748304808925,1,F,False,False,True,False,False,True,False,False,False,False,True
0,-0.23254169485013945,-0.4894421904510968,-0.5609748304808925,1,,False,False,True,False,False,True,False,False,False,False,True
0,-0.23254169485013945,-0.4863374216869257,-0.5609748304808925,1,,False,False,True,False,False,True,False,False,False,False,True
0,-2.0992937963173164,-0.06451572512800753,0.6792945838081278,0,,False,False,True,True,False,False,False,False,False,True,False
1,0.06412133279661097,-0.397241430886295,-0.5609748304808925,1,,False,False,True,False,True,False,False,False,False,False,True
0,-0.5292047224968899,-0.46720946885967163,-0.5609748304808925,1,,False,False,True,False,False,True,False,False,False,False,True
0,-0.010044424115076634,-0.45714212526638004,-0.5609748304808925,1,,False,False,True,False,False,True,False,False,False,False,True
1,-0.8258677501436402,-0.49162277707340374,-0.5609748304808925,1,,False,True,False,False,True,False,False,False,False,False,True
0,-0.08421018102676424,0.29992211294914856,-0.5609748304808925,1,,False,False,True,False,False,True,False,False,True,False,False
1,-0.9000335070553279,-0.43700743807979686,-0.5609748304808925,1,,False,False,True,False,True,False,False,False,False,True,False
1,0.2866186035316738,-0.32928686163157667,1.299429290952638,0,,False,False,True,False,False,False,True,False,False,False,True
0,-0.9741992639670155,0.04370821849987721,1.9195639980971482,0,,False,False,True,False,False,True,False,False,False,False,True
0,-0.23254169485013945,-0.4863374216869257,-0.5609748304808925,1,,False,False,True,False,False,True,False,False,False,False,True
1,-0.45503896558520224,4.647001076532463,2.5396987052416584,0,C,False,False,True,False,True,False,False,False,True,False,False
0,-0.38087320867351465,-0.4863374216869257,-0.5609748304808925,1,,False,False,True,False,False,True,False,False,False,False,True
0,-0.010044424115076634,-0.4863374216869257,-0.5609748304808925,1,,False,False,True,False,False,True,False,False,False,False,True
0,-0.677536236320265,-0.4902797934380587,-0.5609748304808925,1,,False,False,True,False,False,True,False,False,False,False,True
0,1.2507734433836126,0.5833178351003071,0.059159876663617626,0,E,False,False,True,False,False,True,False,False,True,False,False
0,-0.23254169485013945,-0.23415046467497105,1.299429290952638,0,,False,False,True,False,False,True,False,False,False,False,True
0,2.2149282832355515,-0.5024451714361923,-0.5609748304808925,1,,False,False,True,False,False,True,False,False,False,False,True
0,-0.23254169485013945,-0.4863374216869257,-0.5609748304808925,1,,False,False,True,False,False,True,False,False,False,False,True
0,3.1049173661758025,0.0493298231623713,-0.5609748304808925,1,A,True,False,False,False,False,True,False,False,True,False,False
0,-0.45503896558520224,0.6272778976347743,0.059159876663617626,0,D,True,False,False,False,False,True,False,False,True,False,False
1,0.3607843604433614,-0.18532384824750675,0.059159876663617626,0,,False,False,True,False,False,False,True,False,False,True,False
0,0.3607843604433614,-0.12491978668775715,0.059159876663617626,0,,False,False,True,False,False,True,False,False,False,True,False
1,-0.08421018102676424,-0.4894421904510968,-0.5609748304808925,1,,False,False,True,False,True,False,False,False,False,False,True
0,-0.23254169485013945,-0.4894421904510968,-0.5609748304808925,1,,False,False,True,False,False,True,False,False,False,False,True
0,-0.6033704794085775,0.907737982394129,0.059159876663617626,0,D,False,False,True,False,False,True,False,False,True,False,False
0,0.2866186035316738,-0.4741720436887921,-0.5609748304808925,1,,False,False,True,False,False,True,False,False,False,False,True
0,0.5832816311784242,-0.4888542575852486,0.6792945838081278,0,,False,False,True,False,False,True,False,False,False,False,True
0,-0.08421018102676424,-0.4894421904510968,-0.5609748304808925,1,,False,False,True,False,False,True,False,False,False,False,True
1,-0.6033704794085775,-0.494391296561559,-0.5609748304808925,1,,False,False,True,False,True,False,False,False,False,False,True
0,-0.23254169485013945,-0.4918744606632361,-0.5609748304808925,1,,False,False,True,False,False,True,False,False,False,False,True
0,0.6574473880901118,-0.4894421904510968,-0.5609748304808925,1,,False,False,True,False,False,True,False,False,False,False,True
1,-0.8258677501436402,-0.1621689579829361,0.059159876663617626,0,,False,True,False,False,True,False,False,False,False,False,True
0,1.3249392002953002,0.39858208016340624,-0.5609748304808925,1,C,False,False,True,False,False,True,False,False,True,False,False
1,-1.0854478993345469,-0.3573908580066095,0.059159876663617626,0,,True,False,False,False,True,False,False,False,False,False,True
0,-0.5292047224968899,-0.4863374216869257,-0.5609748304808925,1,,False,False,True,False,False,True,False,False,False,False,True
1,-0.677536236320265,-0.4505983519307405,0.059159876663617626,0,,False,False,True,False,True,False,False,False,False,False,True
1,-0.9000335070553279,-0.3573083057891445,-0.5609748304808925,1,,True,False,False,False,True,False,False,False,False,False,True
0,-0.6033704794085775,-0.4888542575852486,-0.5609748304808925,1,,False,False,True,False,False,True,False,False,False,False,True
0,3.0678344877199586,-0.49237782784290063,-0.5609748304808925,1,,False,True,False,False,False,True,False,False,False,False,True
0,-0.010044424115076634,-0.22559322262067316,0.059159876663617626,0,,False,False,True,False,False,True,False,False,False,True,False
0,-0.38087320867351465,4.335332226633905,0.059159876663617626,0,B,True,False,False,False,False,True,False,False,True,False,False
1,-2.012519860730642,-0.01870931177853076,3.1598334123861687,0,,False,False,True,False,True,False,False,False,False,False,True
0,-0.6033704794085775,0.8314778546749452,0.6792945838081278,0,,False,False,True,False,False,True,False,False,False,True,False
0,-0.23254169485013945,-0.4863374216869257,-0.5609748304808925,1,,False,False,True,False,False,True,False,False,False,False,True
0,0.24953572507582997,-0.04295550208861426,0.059159876663617626,0,,True,False,False,False,False,True,False,False,False,True,False
1,0.24953572507582997,-0.3866707201133388,-0.5609748304808925,1,E,False,False,True,False,True,False,False,False,False,True,False
0,1.8440994986771135,0.907737982394129,0.059159876663617626,0,D,False,False,True,False,False,True,False,False,True,False,False
0,-1.270862291613766,-0.42207354059350805,0.059159876663617626,0,,True,False,False,True,False,False,False,False,False,False,True
0,-0.23254169485013945,-0.49237782784290063,-0.5609748304808925,1,,False,True,False,False,False,True,False,False,False,False,True
0,-0.38087320867351465,-0.5046257580584992,-0.5609748304808925,1,,False,False,True,False,False,True,False,False,False,False,True
1,-0.8258677501436402,-0.19824427701513722,0.6792945838081278,0,F,True,False,False,False,True,False,False,False,False,False,True
0,1.176607686471925,-0.5079822104125026,-0.5609748304808925,1,,False,False,True,False,False,True,False,False,False,False,True
0,0.2866186035316738,-0.4894421904510968,-0.5609748304808925,1,,True,False,False,False,False,True,False,False,False,False,True
0,-0.677536236320265,-0.5064721088735089,-0.5609748304808925,1,,False,False,True,False,False,True,False,False,False,False,True
1,1.3249392002953002,-0.35646868933346404,0.059159876663617626,0,,False,False,True,False,False,False,True,False,False,False,True
1,-0.010044424115076634,-0.12491978668775715,0.059159876663617626,0,,False,False,True,False,False,False,True,False,False,True,False
0,-0.30670745176182707,-0.3866707201133388,-0.5609748304808925,1,,False,False,True,False,False,True,False,False,False,True,False
0,-0.45503896558520224,-0.3454791770670269,-0.5609748304808925,1,,True,False,False,False,False,True,False,False,False,True,False
1,-0.7517019932319526,-0.11921562980779811,0.6792945838081278,0,D,False,False,True,False,True,False,False,False,True,False,False
0,0.5832816311784242,0.4207302360686478,0.059159876663617626,0,C,False,False,True,False,False,True,False,False,True,False,False
0,-0.9741992639670155,-0.4628462821463391,-0.5609748304808925,1,,False,False,True,False,False,True,False,False,False,False,True
0,-0.38087320867351465,0.9462455716384695,-0.5609748304808925,1,B,True,False,False,False,False,True,False,False,True,False,False
1,0.13828708970829856,-0.3414522396297103,0.6792945838081278,0,,True,False,False,False,False,False,True,False,False,False,True
1,-0.5292047224968899,-0.49237782784290063,-0.5609748304808925,1,,False,False,True,False,True,False,False,False,False,False,True
1,-0.38087320867351465,-0.32928686163157667,0.059159876663617626,0,,False,False,True,False,False,False,True,False,False,False,True
0,-0.7517019932319526,-0.5125125150294839,-0.5609748304808925,1,,False,True,False,False,False,True,False,False,False,False,True
0,-0.8258677501436402,-0.41687275089321363,-0.5609748304808925,1,,False,False,True,False,False,True,False,False,False,True,False
0,-0.7517019932319526,0.09152810056801232,0.6792945838081278,0,,False,False,True,False,False,True,False,False,False,True,False
0,-0.15837593793845184,-0.49145565916975514,-0.5609748304808925,1,,False,False,True,False,False,True,False,False,False,False,True
1,-1.4933595623488287,0.04370821849987721,1.9195639980971482,0,,False,False,True,False,True,False,False,False,False,False,True
0,0.5461987527225803,-0.12491978668775715,0.6792945838081278,0,F,False,False,True,False,False,True,False,False,False,True,False
0,0.9541104157368622,-0.3866707201133388,-0.5609748304808925,1,,False,False,True,False,False,False,False,True,False,True,False
0,1.6216022279420506,-0.39623469652696586,-0.5609748304808925,1,,False,False,True,False,False,False,False,True,False,True,False
1,-0.5292047224968899,0.6925485130875209,0.059159876663617626,0,C,False,False,True,False,False,False,True,False,True,False,False
0,1.9553481340446448,-0.4863374216869257,-0.5609748304808925,1,,False,False,True,False,False,True,False,False,False,False,True
0,0.8428617803693308,-0.35646868933346404,0.6792945838081278,0,,False,False,True,False,False,True,False,False,False,False,True
0,-0.23254169485013945,-0.5011867534870308,-0.5609748304808925,1,,False,False,True,False,False,True,False,False,False,False,True
0,1.6216022279420506,0.5874293382238074,0.059159876663617626,0,,True,False,False,False,False,True,False,False,True,False,False
1,-0.9741992639670155,-0.49271407711891657,-0.5609748304808925,1,,False,True,False,False,True,False,False,False,False,False,True
0,0.06412133279661097,-0.4863374216869257,-0.5609748304808925,1,,False,False,True,False,False,True,False,False,False,False,True
0,-0.23254169485013945,-0.47400492578514347,-0.5609748304808925,1,,False,False,True,False,False,True,False,False,False,False,True
0,-1.8641883469072666,0.7519458402879414,5.64037224096421,0,,False,False,True,True,False,False,False,False,False,False,True
0,1.1024419295602375,-0.32425318983493084,0.059159876663617626,0,,False,False,True,False,False,True,False,False,False,False,True
1,0.805778901913487,-0.331300330350235,-0.5609748304808925,1,,False,False,True,False,False,False,True,False,False,True,False
0,-0.23254169485013945,-0.4918744606632361,-0.5609748304808925,1,,False,False,True,False,False,True,False,False,False,False,True
0,-0.9000335070553279,-0.47400492578514347,-0.5609748304808925,1,,False,False,True,False,False,True,False,False,False,False,True
0,-2.0866856176423294,0.1506737441786005,2.5396987052416584,0,,False,False,True,True,False,False,False,False,False,False,True
0,-1.4933595623488287,-0.2351571990343002,0.6792945838081278,0,,False,False,True,True,False,False,False,False,False,False,True
1,0.805778901913487,0.4589861417231558,0.059159876663617626,0,E,False,False,True,False,False,False,True,False,True,False,False
1,1.176607686471925,-0.08666388103324908,2.5396987052416584,0,,False,False,True,False,False,False,True,False,False,False,True
0,0.805778901913487,-0.12642988822675086,-0.5609748304808925,1,,False,False,True,False,False,True,False,False,True,False,False
0,-0.08421018102676424,0.48910360681684706,-0.5609748304808925,1,,False,False,True,False,False,True,False,False,False,False,True
0,2.3632597970589266,0.026090367211616904,-0.5609748304808925,1,B,False,False,True,False,False,True,False,False,True,False,False
0,-1.8641883469072666,-0.06199888922968463,2.5396987052416584,0,,False,True,False,True,False,False,False,False,False,False,True
1,-2.0866856176423294,-0.4242561406845337,0.6792945838081278,0,,False,False,True,False,True,False,False,False,False,False,True
0,-0.6033704794085775,-0.4888542575852486,-0.5609748304808925,1,,False,False,True,False,False,True,False,False,False,False,True
0,1.9924310125004887,-0.030371322596999754,-0.5609748304808925,1,A,True,False,False,False,False,True,False,False,True,False,False
0,-0.8258677501436402,-0.4902797934380587,0.6792945838081278,0,,False,False,True,False,False,True,False,False,False,False,True
0,-1.8641883469072666,-0.13565761536436197,1.9195639980971482,0,,False,False,True,True,False,False,False,False,False,False,True
1,1.547436471030363,-0.07030444769415023,-0.5609748304808925,1,C,True,False,False,False,True,False,False,False,True,False,False
0,0.06412133279661097,-0.3866707201133388,-0.5609748304808925,1,,False,False,True,False,False,True,False,False,False,True,False
0,0.5091158742667365,-0.6484216535389205,-0.5609748304808925,1,,False,False,True,False,False,True,False,False,False,False,True
1,-0.8258677501436402,0.7519458402879414,5.64037224096421,0,,False,False,True,False,True,False,False,False,False,False,True
0,0.13828708970829856,-0.34539461138084326,-0.5609748304808925,1,,True,False,False,False,False,True,False,False,False,True,False
0,-1.4933595623488287,-0.016444159470040135,3.1598334123861687,0,,False,False,True,True,False,False,False,False,False,False,True
0,-2.0866856176423294,0.13683114673782454,1.299429290952638,0,F,False,False,True,True,False,False,False,False,False,True,False
1,-1.8641883469072666,-0.20495516825442542,0.6792945838081278,0,,False,False,True,False,True,False,False,False,False,False,True
0,0.805778901913487,0.3583127057902398,-0.5609748304808925,1,A,False,False,True,False,False,True,False,False,True,False,False
1,0.13828708970829856,-0.3363340021468808,0.059159876663617626,0,,False,True,False,False,False,False,True,False,False,False,True
0,1.176607686471925,-0.11384570873513637,-0.5609748304808925,1,,False,False,True,False,False,True,False,False,True,False,False
0,0.805778901913487,-0.3363340021468808,0.6792945838081278,0,,False,True,False,False,False,True,False,False,False,False,True
0,0.5091158742667365,-0.4894421904510968,-0.5609748304808925,1,,False,False,True,False,False,True,False,False,False,False,True
1,0.21245284661998617,-0.3866707201133388,-0.5609748304808925,1,,False,False,True,False,False,False,True,False,False,True,False
0,-0.7517019932319526,-0.3866707201133388,-0.5609748304808925,1,,False,False,True,False,False,True,False,False,False,True,False
1,-0.7517019932319526,-0.4902797934380587,0.059159876663617626,0,,False,False,True,False,True,False,False,False,False,False,True
0,-1.9383541038189542,-0.12491978668775715,0.6792945838081278,0,F,False,False,True,True,False,False,False,False,False,True,False
1,1.1024419295602375,-0.09027201697708476,-0.5609748304808925,1,B,True,False,False,False,False,False,True,False,True,False,False
1,2.1407625263238637,2.301728820789,-0.5609748304808925,1,B,True,False,False,False,True,False,False,False,True,False,False
0,-0.23254169485013945,-0.49237782784290063,-0.5609748304808925,1,,False,True,False,False,False,True,False,False,False,False,True
0,0.9541104157368622,-0.47920571548543794,0.059159876663617626,0,,False,False,True,False,False,True,False,False,False,False,True
1,-0.8258677501436402,-0.49237782784290063,-0.5609748304808925,1,,False,True,False,False,True,False,False,False,False,False,True
1,-0.38087320867351465,-0.3866707201133388,-0.5609748304808925,1,,False,False,True,False,True,False,False,False,False,True,False
0,-0.08421018102676424,-0.45714212526638004,-0.5609748304808925,1,,False,False,True,False,False,True,False,False,False,False,True
0,-0.23254169485013945,0.7519458402879414,5.64037224096421,0,,False,False,True,False,False,True,False,False,False,False,True
0,0.3607843604433614,-0.5176307525123133,-0.5609748304808925,1,,False,False,True,False,False,True,False,False,False,False,True
0,1.2136905649277687,-0.5029485386158568,-0.5609748304808925,1,,True,False,False,False,False,True,False,False,False,False,True
0,-0.8258677501436402,-0.4863374216869257,-0.5609748304808925,1,,False,False,True,False,False,True,False,False,False,False,True
1,-2.012519860730642,-0.43776248884929375,0.059159876663617626,0,G,False,False,True,False,True,False,False,False,False,False,True
0,0.21245284661998617,-0.32928686163157667,0.059159876663617626,0,,False,False,True,False,False,True,False,False,False,False,True
0,-0.23254169485013945,-0.2701412180209885,-0.5609748304808925,1,,True,False,False,False,False,True,False,False,False,False,True
1,-0.9741992639670155,-0.49237782784290063,-0.5609748304808925,1,,False,True,False,False,True,False,False,False,False,False,True
0,0.805778901913487,-0.024246350754841113,-0.5609748304808925,1,A,True,False,False,False,False,True,False,False,True,False,False
0,-0.38087320867351465,-0.5064721088735089,-0.5609748304808925,1,,False,False,True,False,False,True,False,False,False,False,True
1,0.43495011735504896,-0.22559322262067316,-0.5609748304808925,1,,False,False,True,False,True,False,False,False,False,True,False
0,-0.5292047224968899,-0.5024451714361923,-0.5609748304808925,1,,False,False,True,False,False,True,False,False,False,False,True
0,0.06412133279661097,-0.3866707201133388,-0.5609748304808925,1,,False,False,True,False,False,True,False,False,False,True,False
0,-0.23254169485013945,-0.49237782784290063,0.059159876663617626,0,,False,True,False,False,False,True,False,False,False,False,True
1,0.13828708970829856,1.6323350375212924,0.059159876663617626,0,D,True,False,False,False,True,False,False,False,True,False,False
1,-0.15837593793845184,-0.4888542575852486,-0.5609748304808925,1,,False,False,True,False,True,False,False,False,False,False,True
0,0.9541104157368622,-0.10478509950117394,0.059159876663617626,0,,False,False,True,False,False,True,False,False,False,True,False
1,0.21245284661998617,0.8876878608937296,-0.5609748304808925,1,D,True,False,False,False,True,False,False,False,True,False,False
0,0.06412133279661097,-0.43700743807979686,-0.5609748304808925,1,,False,False,True,False,False,True,False,False,False,True,False
0,-0.9741992639670155,-0.4863374216869257,-0.5609748304808925,1,,False,False,True,False,False,True,False,False,False,False,True
0,-0.15837593793845184,-0.3866707201133388,-0.5609748304808925,1,,False,False,True,False,False,True,False,False,False,True,False
0,1.6216022279420506,-0.4863374216869257,-0.5609748304808925,1,,False,False,True,False,False,True,False,False,False,False,True
0,-0.23254169485013945,-0.4894421904510968,-0.5609748304808925,1,,False,False,True,False,False,True,False,False,False,False,True
0,0.6574473880901118,1.163700193253568,0.059159876663617626,0,C,False,False,True,False,False,True,False,False,True,False,False
0,-0.5292047224968899,-0.4601623283443675,-0.5609748304808925,1,,False,False,True,False,False,True,False,False,False,False,True
0,-0.7517019932319526,-0.43700743807979686,-0.5609748304808925,1,,False,False,True,False,False,True,False,False,False,True,False
0,-0.6404533578644213,-0.5024451714361923,-0.5609748304808925,1,,False,False,True,False,False,True,False,False,False,False,True
0,-0.8258677501436402,-0.3866707201133388,-0.5609748304808925,1,,False,False,True,False,False,True,False,False,False,True,False
1,-0.8258677501436402,-0.13565761536436197,1.9195639980971482,0,,False,False,True,False,True,False,False,False,False,False,True
1,0.43495011735504896,1.0323213593611125,0.059159876663617626,0,C,False,False,True,False,False,False,True,False,True,False,False
0,-0.010044424115076634,-0.4918744606632361,-0.5609748304808925,1,,False,False,True,False,False,True,False,False,False,False,True
0,2.2149282832355515,-0.3766033765200472,-0.5609748304808925,1,,False,False,True,False,False,True,False,False,False,True,False
1,-1.790022589995579,-0.016444159470040135,3.1598334123861687,0,,False,False,True,False,True,False,False,False,False,False,True
0,-0.38087320867351465,-0.43700743807979686,-0.5609748304808925,1,,False,False,True,False,False,True,False,False,False,True,False
1,-0.8258677501436402,-0.49640476528021726,-0.5609748304808925,1,,False,False,True,False,True,False,False,False,False,False,True
0,1.1024419295602375,-0.12491978668775715,0.059159876663617626,0,,False,False,True,False,False,True,False,False,False,True,False
1,-1.5675253192605163,-0.11988611489111134,0.6792945838081278,0,,False,False,True,False,True,False,False,False,False,True,False
0,-0.7517019932319526,-0.43700743807979686,-0.5609748304808925,1,,False,False,True,False,False,True,False,False,False,True,False
0,0.2866186035316738,-0.4012683683236117,-0.5609748304808925,1,,False,False,True,False,False,True,False,False,False,True,False
1,-0.8258677501436402,-0.3573908580066095,0.059159876663617626,0,,True,False,False,False,True,False,False,False,False,False,True
1,-0.8258677501436402,-0.3363340021468808,0.059159876663617626,0,,False,True,False,False,True,False,False,False,False,False,True
0,-0.010044424115076634,-0.43700743807979686,-0.5609748304808925,1,,False,False,True,False,False,True,False,False,False,True,False
0,-0.5292047224968899,-0.5049620073345151,-0.5609748304808925,1,,False,False,True,False,False,True,False,False,False,False,True
0,0.06412133279661097,-0.5029485386158568,-0.5609748304808925,1,,True,False,False,False,False,True,False,False,False,False,True
0,1.1024419295602375,1.163700193253568,0.6792945838081278,0,C,False,True,False,False,False,False,False,True,True,False,False
